Question,Sampling Rate,Experiment ID,File Name,Status,Match (Rfty Code),Match (Ori Code),Buggy Code,Buggy Mutation,Refactored Correct Code,Original Correct File Name,Rule ID,Repair,Stru. Matching Time,Online Refactoring Time,GCR Time,Stru. Mutation Time,Block Mapping Time,Variable Mapping Time,Specification&Synthesis Time,GPT Time,Total Time,#Passed Test Case,#Test Case,RPS
question_3,100,0,wrong_3_087.py,success_w_mut,0,0,"def remove_extras ( lst ) :
    a = ( )
    n = len ( lst )
    for i in range ( n ) :
        for j in range ( i , n ) :
            if ( ( lst [ i ] == lst [ j ] ) and ( i != j ) ) :
                a += ( lst [ j ] , )
            else :
                continue
    c = a [ : ( - 1 ) ]
    b = lst [ : : ( - 1 ) ]
    for i in range ( len ( c ) ) :
        b . remove ( c [ i ] )
    d = b [ : : ( - 1 ) ]
    return d


","def remove_extras ( lst ) :
    a = ( )
    n = len ( lst )
    for i in range ( n ) :
        pass
        for j in range ( i , n ) :
            pass
            if ( ( lst [ i ] == lst [ j ] ) and ( i != j ) ) :
                a += ( lst [ j ] , )
            else :
                continue
            pass
        pass
    c = a [ : ( - 1 ) ]
    b = lst [ : : ( - 1 ) ]
    for i in range ( len ( c ) ) :
        b . remove ( c [ i ] )
    d = b [ : : ( - 1 ) ]
    return d
    for j in range ( i , n ) :
        b = lst [ : : ( - 1 ) ]
    pass
","def remove_extras ( lst ) :
    a = ( )
    c = ( )
    n = len ( lst )
    for i in range ( n ) :
        for j in range ( i , n ) :
            if ( ( lst [ i ] == lst [ j ] ) and ( i != j ) ) :
                a += ( j , )
            else :
                continue
    d = tuple ( set ( a ) )
    for i in d :
        c += ( lst [ i ] , )
    b = lst [ : : ( - 1 ) ]
    for j in range ( len ( c ) ) :
        b . remove ( c [ j ] )
    e = b [ : : ( - 1 ) ]
    return e


",{'remove_extras': 'correct_3_209.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    a = ( )
    ref_c = ( )
    n = len ( lst )
    for i in range ( n ) :
        pass
        for j in range ( i , n ) :
            pass
            if ( ( lst [ i ] == lst [ j ] ) and ( i != j ) ) :
                a += ( j , )
            else :
                continue
            pass
        pass
    c = tuple ( set ( a ) )
    for i in c :
        ref_c += ( lst [ i ] , )
    d = lst [ : : ( - 1 ) ]
    for j in range ( len ( ref_c ) ) :
        d . remove ( ref_c [ j ] )
    ref_e = d [ : : ( - 1 ) ]
    return ref_e
",N/A,9.385,0.617,0.000,0.002,0.392,0.647,0.000,11.839,6,6,0.400
question_3,100,0,wrong_3_275.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    result = lst [ 0 ]
    for e in lst :
        if ( e not in result ) :
            result . append ( e )
        else :
            continue
    return result


","def remove_extras ( lst ) :
    result = lst [ 0 ]
    for e in lst :
        if ( e not in result ) :
            result . append ( e )
        else :
            continue
    return result


","def remove_extras ( lst ) :
    result = [ ]
    for i in lst :
        if ( i not in result ) :
            result . append ( i )
        else :
            continue
    return result


",{'remove_extras': 'correct_3_450.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    result = [ ]
    for e in lst :
        if ( e not in result ) :
            result . append ( e )
        else :
            continue
    return result
",N/A,0.504,0.248,0.000,0.000,0.019,0.069,0.000,0.873,6,6,0.154
question_3,100,0,wrong_3_058.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    return OrderedDict . fromkeys ( lst )


","def remove_extras ( lst ) :
    return OrderedDict . fromkeys ( lst )


","def remove_extras ( lst ) :
    return list ( OrderedDict . fromkeys ( lst ) )


",{'remove_extras': 'correct_3_476.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    return list ( OrderedDict . fromkeys ( lst ) )
",N/A,0.313,0.004,0.000,0.000,0.007,0.040,0.000,0.370,6,6,0.222
question_3,100,0,wrong_3_089.py,success_wo_mut,1,0,"def remove_extras ( lst ) :
    sub_list = [ ]
    for elem in lst :
        if ( elem not in lst [ ( lst . index ( elem ) + 1 ) : ] ) :
            return lst
        elif ( elem in lst [ ( lst . index ( elem ) + 1 ) : ] ) :
            sub_list += lst [ ( lst . index ( elem ) + 1 ) : ]
            sub_list . remove ( elem )
            return ( lst [ : lst . index ( elem ) ] + sub_list )


","def remove_extras ( lst ) :
    sub_list = [ ]
    for elem in lst :
        if ( elem not in lst [ ( lst . index ( elem ) + 1 ) : ] ) :
            return lst
        elif ( elem in lst [ ( lst . index ( elem ) + 1 ) : ] ) :
            sub_list += lst [ ( lst . index ( elem ) + 1 ) : ]
            sub_list . remove ( elem )
            return ( lst [ : lst . index ( elem ) ] + sub_list )


","

def remove_extras(lst):
    lsts = []
    for i in lst:
        if (i not in lsts):
            lsts.append(i)
        elif False:
            pass
    lst = lsts
    return lst
",{'remove_extras': 'correct_3_058.py'},{'remove_extras': 'B2.j'},"def remove_extras ( lst ) :
    ref_lsts = [ ]
    for ref_i in lst :
        if ( ref_i not in ref_lsts ) :
            ref_lsts . append ( ref_i )
        elif False :
            pass
    lst = ref_lsts
    return lst
",N/A,2.253,0.024,0.000,0.000,0.023,0.359,0.000,2.809,6,6,0.841
question_3,100,0,wrong_3_289.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    new_list = [ ]
    for i in range ( len ( lst ) ) :
        judge = 0
        for j in range ( i ) :
            if ( lst [ i ] == lst [ j ] ) :
                judge = 1
        if ( judge == 0 ) :
            new_list += [ lst [ i ] ]
    return new_lst
    pass


","def remove_extras ( lst ) :
    new_list = [ ]
    for i in range ( len ( lst ) ) :
        judge = 0
        for j in range ( i ) :
            if ( lst [ i ] == lst [ j ] ) :
                judge = 1
        if ( judge == 0 ) :
            new_list += [ lst [ i ] ]
    return new_lst
    pass


","def remove_extras ( lst ) :
    new_list = [ ]
    for i in range ( len ( lst ) ) :
        judge = 0
        for j in range ( i ) :
            if ( lst [ i ] == lst [ j ] ) :
                judge = 1
        if ( judge == 0 ) :
            new_list += [ lst [ i ] ]
    return new_list
    pass


",{'remove_extras': 'correct_3_517.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    new_list = [ ]
    for i in range ( len ( lst ) ) :
        judge = 0
        for j in range ( i ) :
            if ( lst [ i ] == lst [ j ] ) :
                judge = 1
        if ( judge == 0 ) :
            new_list += [ lst [ i ] ]
    return new_list
    pass
",N/A,0.493,0.082,0.000,0.000,0.149,0.230,0.000,1.156,6,6,0.019
question_3,100,0,wrong_3_182.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    a = [ lst [ 0 ] ]
    i = lst [ 0 ]
    for j in range ( 1 , len ( lst ) ) :
        if ( i == lst [ j ] ) :
            continue
        else :
            a += [ lst [ j ] ]
    return a


","def remove_extras ( lst ) :
    a = [ lst [ 0 ] ]
    i = lst [ 0 ]
    for j in range ( 1 , len ( lst ) ) :
        if ( i == lst [ j ] ) :
            continue
        else :
            a += [ lst [ j ] ]
    return a


","def remove_extras ( lst ) :
    lst_new = [ ]
    for i in range ( len ( lst ) ) :
        if ( lst [ i ] in lst_new ) :
            continue
        else :
            lst_new . append ( lst [ i ] )
    return lst_new


",{'remove_extras': 'correct_3_487.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    i = [ ]
    for j in range ( len ( lst ) ) :
        if ( lst [ j ] in i ) :
            continue
        else :
            i . append ( lst [ j ] )
    return i
",N/A,0.333,0.503,0.000,0.000,0.037,0.389,0.000,1.352,6,6,0.523
question_3,100,0,wrong_3_201.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    lst1 = [ ]
    for item in lst :
        if ( item in lst1 ) :
            continue
        else :
            lst1 += item
    return lst1


","def remove_extras ( lst ) :
    lst1 = [ ]
    for item in lst :
        if ( item in lst1 ) :
            continue
        else :
            lst1 += item
    return lst1


","def remove_extras ( lst ) :
    lst1 = [ ]
    for item in lst :
        if ( item in lst1 ) :
            continue
        else :
            lst1 += [ item ]
    return lst1


",{'remove_extras': 'correct_3_423.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    lst1 = [ ]
    for item in lst :
        if ( item in lst1 ) :
            continue
        else :
            lst1 += [ item ]
    return lst1
",N/A,0.312,0.254,0.000,0.000,0.021,0.092,0.000,0.708,6,6,0.045
question_3,100,0,wrong_3_180.py,success_wo_mut,1,0,"def remove_extras ( lst ) :
    lst . sort ( )
    i = 0
    while ( i < len ( lst ) ) :
        if ( i == ( len ( lst ) - 1 ) ) :
            break
        elif ( lst [ i ] == lst [ ( i + 1 ) ] ) :
            lst . remove ( lst [ i ] )
        else :
            i += 1
    return lst


","def remove_extras ( lst ) :
    lst . sort ( )
    i = 0
    while ( i < len ( lst ) ) :
        if ( i == ( len ( lst ) - 1 ) ) :
            break
        elif ( lst [ i ] == lst [ ( i + 1 ) ] ) :
            lst . remove ( lst [ i ] )
        else :
            i += 1
    return lst


","

def remove_extras(lst):
    n = 0
    a = lst
    while True:
        if (not (n < len(a))):
            break
        elif (a[n] in a[(n + 1):]):
            b = a[(n + 1):]
            b.remove(a[n])
            a = (a[:(n + 1)] + b)
        else:
            n = (n + 1)
    return a
",{'remove_extras': 'correct_3_410.py'},"{'remove_extras': 'D1.t,A1.b'}","def remove_extras ( lst ) :
    i = 0
    ref_a = lst
    while ( i < len ( lst ) ) :
        if ( not ( i < len ( ref_a ) ) ) :
            break
        elif ( ref_a [ i ] in ref_a [ ( i + 1 ) : ] ) :
            ref_b = ref_a [ ( i + 1 ) : ]
            ref_b . remove ( ref_a [ i ] )
            ref_a = ( ref_a [ : ( i + 1 ) ] + ref_b )
        else :
            i += 1
    return ref_a
",N/A,0.973,0.021,0.000,0.000,0.043,5.454,0.000,6.965,6,6,0.737
question_3,100,0,wrong_3_006.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    new_list = [ ]
    for number in list :
        if ( number not in new_list ) :
            new_list . append ( number )
    return new_list


","def remove_extras ( lst ) :
    new_list = [ ]
    for number in list :
        if ( number not in new_list ) :
            new_list . append ( number )
    return new_list


","def remove_extras ( lst ) :
    new_list = [ ]
    for number in lst :
        if ( number not in new_list ) :
            new_list . append ( number )
    return new_list


",{'remove_extras': 'correct_3_460.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    new_list = [ ]
    for number in lst :
        if ( number not in new_list ) :
            new_list . append ( number )
    return new_list
",N/A,0.310,0.489,0.000,0.000,0.018,0.008,0.000,0.850,6,6,0.045
question_3,100,0,wrong_3_066.py,success_wo_mut,1,1,"def remove_extras ( lst ) :
    result = [ ]
    for element in lst :
        if ( element not in result ) :
            result . append [ element ]
    return result


","def remove_extras ( lst ) :
    result = [ ]
    for element in lst :
        if ( element not in result ) :
            result . append [ element ]
    return result


","def remove_extras ( lst ) :
    result = [ ]
    for element in lst :
        if ( element not in result ) :
            result . append ( element )
    return result


",{'remove_extras': 'correct_3_168.py'},{'remove_extras': ''},"def remove_extras ( lst ) :
    result = [ ]
    for element in lst :
        if ( element not in result ) :
            result . append ( element )
    return result
",N/A,0.313,0.935,0.000,0.000,0.019,0.075,0.000,1.368,6,6,0.087
