Question,Sampling Rate,Experiment ID,File Name,Status,Match (Rfty Code),Match (Ori Code),Buggy Code,Buggy Mutation,Refactored Correct Code,Original Correct File Name,Rule ID,Repair,Stru. Matching Time,Online Refactoring Time,GCR Time,Stru. Mutation Time,Block Mapping Time,Variable Mapping Time,Specification&Synthesis Time,GPT Time,Total Time,#Passed Test Case,#Test Case,RPS
question_1,100,0,wrong_1_133.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( len ( seq ) == 0 ) :
            return 0
        elif ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012,0.018,N/A,N/A,N/A
question_1,100,0,wrong_1_160.py,fail_exception,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.008,N/A,N/A,N/A
question_1,100,0,wrong_1_176.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    if ( list ( seq ) == [ ] ) :
        return 0
    elif ( seq == ( ) ) :
        return 0
    else :
        for i in range ( len ( seq ) ) :
            if ( x <= seq [ i ] ) :
                return i
        return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.007,N/A,N/A,N/A
question_1,100,0,wrong_1_334.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.006,N/A,N/A,N/A
question_1,100,0,wrong_1_330.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.006,N/A,N/A,N/A
question_1,100,0,wrong_1_394.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    n = len ( seq )
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return n


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.006,N/A,N/A,N/A
question_1,100,0,wrong_1_425.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.006,N/A,N/A,N/A
question_1,100,0,wrong_1_042.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.006,N/A,N/A,N/A
question_1,100,0,wrong_1_372.py,fail_exception,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.009,N/A,N/A,N/A
question_1,100,0,wrong_1_108.py,success_w_gpt_only,N/A,1,N/A,N/A,N/A,N/A,N/A,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002,0.006,N/A,N/A,N/A
